0,0.93949,93949
1,0.0,0
2,0.00035,35
3,0.00078,78
4,0.00111,111
5,0.00115,115
6,0.00143,143
7,0.00199,199
8,0.00179,179
9,0.00212,212
10,0.00274,274
11,0.00255,255
12,0.00279,279
13,0.00297,297
14,0.00319,319
15,0.00334,334
16,0.00318,318
17,0.0032,320
18,0.00342,342
19,0.00341,341
20,0.00292,292
21,0.00317,317
22,0.00334,334
23,0.0034,340
24,0.00318,318
25,0.00299,299
